1_star,2_star,3_star,4_star,5_star,book_id,review_url
1462,4860,23619,64052,83852,5064,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1125,2242,10719,28014,39304,1848,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743246985&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
867,2671,11144,21860,16974,497199,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0876852630&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2951,6349,17844,32518,37668,14836,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0099578514&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1402,2146,9874,25156,33479,81227,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743289684&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4941,14869,48463,80580,76581,5826,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060838728&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
6840,15140,63954,146965,167094,2213661,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060530928&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2540,4621,11750,17002,14021,12781,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0312270828&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10632,13557,59429,139296,194534,23807,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0099446782&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
565,1608,6565,10687,13726,110331,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451528816&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2897,6492,18934,22569,16103,54539,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1979,5691,41990,172678,394757,62291,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=055357342X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3197,7914,39033,84865,97399,70535,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451457994&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
21,53,152,1209,1102,41423092-the-awakening,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B07GNSZH8M&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2798,9921,40060,62638,41656,77142,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=067976402X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1171,3575,28665,79789,106329,3590,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
769,2497,11431,22072,22404,89723,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0374529531&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4719,7091,20904,50765,59628,80660,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=006112429X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3250,7713,22652,36927,34992,11713,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0771068719&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2142,6733,23328,41237,43309,36236125-invisible-monsters,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0393355950&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5049,8667,25012,47101,79109,6708,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1577314808&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
411,679,1851,5311,5134,12926063-skagboys,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0224087916&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
947,3902,18346,26317,26789,170548,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=073380084X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1034,2639,6439,8986,6379,4031,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375727272&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3433,16572,78370,120913,149627,3950967-the-tales-of-beedle-the-bard,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0747599874&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
894,2679,10619,17119,12773,56034,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0099478331&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1403,3974,14123,25834,28670,130440,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679774386&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
6032,15126,44377,79405,70329,297673,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1594489580&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2677,10351,48506,81587,60016,386187,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679751521&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
918,2439,8950,15830,21021,50033,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0671037706&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
33,55,106,1161,1214,44790978-matching-configurations,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0986437433&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10,13,116,332,741,53363,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0062505521&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1511,7574,37094,51313,37325,32829,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553213970&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4704,10983,31320,37503,25641,139253,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679734775&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
6602,9488,20321,24568,27025,13103,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1599,3793,15010,25919,31218,347852,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0671250671&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
18344,51198,176617,314323,356461,6186357-the-maze-runner,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0385737947&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1168,2298,11288,23261,38145,42038,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1903436575&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
258,739,2771,3778,3146,486298,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060929898&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1765,4973,22508,41045,45373,136116,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1576469239&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2646,8408,33333,52218,44770,3087,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1420925431&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
948,2587,11636,20697,17886,27323,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679721037&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1097,3608,12672,17474,13604,479415,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0440222656&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1108,3905,15854,29073,27295,31122,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0312181108&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
554,1696,10832,28644,45571,42697,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553258478&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2748,13753,77397,117732,104583,121749,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=000720230X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5927,11937,48194,102907,106205,8520610-quiet,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0307352145&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
9413,20491,52890,76068,71491,10692,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0751537284&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5600,22481,112862,167345,152189,10592,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1416524304&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1895,4272,23005,65558,101986,10569,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743455967&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1503,4705,24141,42215,41451,105992,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0393322238&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5585,12719,67154,171839,303904,7736182-the-lost-hero,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=142311339X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3669,6526,19149,32231,34092,7214,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0785263705&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2607,7312,28811,48254,43805,53835,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=159308143X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8374,11035,50642,130511,153696,1898,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0385494785&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1193,3813,14523,25818,25621,227571,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0802139256&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4260,13417,53304,89011,87837,12220,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0822210894&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
14605,25462,83377,145470,243496,345627,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=159514174X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
20536,63862,197339,268812,251569,6442769-paper-towns,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=014241493X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
19515,57678,201789,301688,294810,9460487-miss-peregrine-s-home-for-peculiar-children,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3483,4973,15195,37750,129443,11422,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1590525132&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5827,14515,64875,229491,398577,18007564-the-martian,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0804139024&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1435,6103,19111,17774,9970,18414,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140449108&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1421,3576,14406,27541,29369,11334,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=140003342X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
326,951,4411,9833,10571,457264,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679724516&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2664,3166,6443,14893,40810,6759,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316921173&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
805,2126,8763,19869,30752,8682,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1842430351&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11,12,192,769,1439,4947464-complete-works-of-arthur-conan-doyle,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B000X138ZA&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8167,18104,62543,100385,128156,366522,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0786890754&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
14905,30420,123957,326424,484580,15507958-me-before-you,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0670026603&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10341,17436,47502,77989,87553,22328,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0441569595&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
392,910,5032,13602,20836,6174,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0684826801&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2784,7831,27100,40987,33994,11012,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0192839993&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7152,12635,29169,45593,42643,2967752-the-elegance-of-the-hedgehog,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1933372605&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8347,14577,56334,119120,168788,29579,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553803719&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4398,12767,54724,115423,133827,119324,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679879250&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
978,3996,21716,41436,36332,4799,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=014200068X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3392,8764,28562,37543,32207,5797,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0141439831&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1549,3624,22700,61045,110352,23919,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0385074077&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3344,15752,63256,80116,83831,84119,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0439861365&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5297,19379,84805,131482,129107,10583,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1416524347&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3609,8833,27651,45799,38160,7354,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743225422&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2540,6434,25454,43963,38576,31463,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0141439653&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4224,6576,15863,30729,53552,24800,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=038560310X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1101,2516,10172,18329,16792,296662,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0684818868&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2148,5287,21434,41721,39421,2052,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0394758285&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
894,1884,6524,12061,17070,34080,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0393974995&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
42296,106353,384441,689189,566211,22557272-the-girl-on-the-train,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8342,13550,29004,29473,19739,5246,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0142437808&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2469,8639,36893,63845,62435,17214,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0441783589&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8667,23596,99352,167921,137909,40102,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316010669&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1056,2120,10515,21025,47309,773951,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0670674249&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
707,1720,7859,19196,30417,78427,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0785289089&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
284,610,2292,4639,5820,116236,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0826328091&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4865,14811,50463,88346,108374,2248573,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375826726&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
14,39,173,524,747,40199729-the-heart-of-aleppo,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B07D7HQ53C&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5040,11671,34678,45331,45703,43448,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743496310&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5,6,34,504,363,19405702-walks-away-woman,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1937819906&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
13479,32668,96824,143866,182944,43615,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
405,1694,8233,12469,10363,672875,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451528166&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3344,13498,66177,108389,107348,11590,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0450031063&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
6134,18528,66546,110871,115820,45978,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375840400&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
356,1849,13373,32669,45521,34484,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0552152978&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11645,26152,91077,237724,383448,9969571-ready-player-one,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=030788743X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
675,1919,7233,15428,18882,31548,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451530179&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
25,16,194,921,831,38343303-chasing-the-red-queen,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B079KJFJW8&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
815,3418,13038,17661,15232,752900,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0486275485&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1694,5482,23192,35262,27239,8600,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1592402038&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4133,6265,24888,66591,128746,15196,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0394541553&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
38,62,271,869,2083,14904,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0753705176&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
24321,44489,117986,199355,223183,17333223-the-goldfinch,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316055433&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
25,97,589,1448,2265,1946,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1931082731&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
13370,53649,210482,379557,404784,11735983-insurgent,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0007442912&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
997,3753,20096,41625,45341,61666,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=2266079999&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10293,20302,55544,69799,51725,1241,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0307276902&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
380,1025,3964,11347,26860,426504,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0802130305&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
419,1379,8271,17912,18701,107301,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1842323008&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1891,5595,17722,23104,14368,45195,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=014144116X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1201,2475,6732,12234,13740,35743,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0099483505&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1816,3815,11448,22665,27941,374233,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=9780088619451&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
