1_star,2_star,3_star,4_star,5_star,book_id,review_url
18064,49199,197429,307343,308107,38709,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0439244196&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3441,8727,34084,50695,51746,30289,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140449140&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7083,18690,58687,89784,68929,10799,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0099910101&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2802,5180,23008,40220,51243,821611,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553213873&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7311,15564,62678,142863,228518,12067,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4738,8823,35998,88596,120745,21,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=076790818X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
802,2535,16921,35460,56020,46306,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0517092913&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
9247,20233,50570,59849,41119,5148,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743253973&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3431,10251,50976,118395,134214,135479,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140285601&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
39194,47558,94644,126508,187922,1812457,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0964729237&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10626,25176,70106,91744,61251,37781,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8864,21980,61580,75598,56613,2175,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0192840398&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1537,5071,35112,90664,118926,9375,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375508414&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3539,8139,26449,60672,71775,40495148-blindness,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B003T0GBOM&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3698,7783,39174,94889,107654,3869,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553380168&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8702,20355,66519,88606,86052,233818,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0440439884&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1388,2984,11629,26069,36317,228560,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679736379&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
15208,31542,124200,213705,185861,7763,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0143038095&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
747,2379,12473,28383,44203,264158,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0486290727&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
12593,17551,36779,62907,84943,310612,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0802130208&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11578,13068,37296,71692,77010,14743,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0618680004&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
9803,22913,69025,123770,135608,4588,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0618711651&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
34,54,145,633,1277,6801755-flow-down-like-silver,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0975925598&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2075,5553,24421,46311,68367,27712,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0525457585&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
90269,137155,289882,339206,436968,428263,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316160202&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
9312,18165,50711,75289,68391,32261,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4333,10957,40745,72007,84525,1295,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553381679&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1334,3067,13370,28087,54294,67896,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679724346&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1607,4572,18971,31432,34423,48757,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1405204265&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
107964,125571,235656,291713,443346,1162543,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=031606792X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8355,9626,20377,26085,37479,338798,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
6527,12544,44907,89820,95685,1842,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0739467352&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
87427,161536,518135,835195,830898,960,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1416524797&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4963,9301,43612,94600,196195,30118,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060513063&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10388,19381,71590,142293,229565,4865,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=9780671723651&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3193,10684,41965,61192,66957,480204,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060809248&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11468,20810,73811,139016,190550,36072,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743269519&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
25545,34209,90182,185452,399808,10964,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0440242940&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4566,10165,28386,37682,39608,15997,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140424393&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4035,10224,32105,44301,32283,41681,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1884365302&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
46,227,1749,4187,5259,32087,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1567313450&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1243,3511,16506,26277,42936,7779,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679800034&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11243,32284,98897,152097,120721,6334,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1400078776&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1246,2462,11783,33398,86318,256008,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=067168390X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3796,10657,43434,60447,58543,37732,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0689841582&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1539,4436,18791,33534,27632,17125,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0374529523&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11038,15400,43291,58968,42661,1869,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0805063897&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1060,2937,11864,19983,22905,1375,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0147712556&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
111375,176484,325908,319514,387746,49041,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316160199&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
6789,14827,43966,74412,79345,9777,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679457313&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1629,5167,24380,59706,76670,9328,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553383809&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
496,730,4482,11623,31530,569564,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0517053616&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
6537,22207,99590,134761,101323,295,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0753453800&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
883,3404,22070,69563,131520,11566,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451933028&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3722,14347,47113,53873,36369,13006,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0198320272&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8923,12779,40387,130846,430667,186074,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=075640407X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
477,1519,9007,25419,47428,46654,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0380508567&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4543,12552,59550,143726,165400,14497,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060557818&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5105,13237,48212,85656,81671,46170,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3827,7155,32192,80146,118735,5805,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1401207928&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
20587,32406,139610,327958,477178,11588,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0450040186&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3773,10329,39451,64417,67952,58696,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3455,7108,35942,68110,98713,8337,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060885378&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7709,16640,41598,57665,56382,629,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060589469&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5794,17995,103201,296041,334655,5060378-the-girl-who-played-with-fire,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0307269981&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8529,20357,83784,198377,236161,2728527-the-guernsey-literary-and-potato-peel-pie-society,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0385340990&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1045,2567,10346,20862,31706,33514,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0205313426&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3196,9848,45543,93916,143221,3412,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2935,9061,45749,102197,120662,92303,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=158049580X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7457,21174,52071,53023,33817,12898,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0435233076&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
42208,68551,138577,162271,141558,37442,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060987103&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4761,18163,71976,104569,89610,12996,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743477553&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
15539,18030,62056,180892,401217,8664353-unbroken,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1400064163&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4575,12538,60118,125147,116983,9791,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0307279464&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4058,14050,54369,115381,103413,11297,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375704027&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
12587,29569,113539,253840,245023,7937843-room,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4851,10465,27976,26955,21898,30474,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140447571&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1618,3309,12279,34799,65964,5211,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=140003065X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
47125,67661,168078,245616,310588,1656001,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316068047&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
55834,99110,273452,394669,492536,113436,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375826696&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3245,11962,44005,63100,37593,101299,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375408266&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8410,16746,40889,51714,42637,58345,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0543898083&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1373,3692,14850,29908,30190,187181,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0449213447&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2887,5296,18478,41887,73930,28881,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0380813815&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
13678,29065,65409,59695,44117,52357,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0393320979&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
995,3575,12333,18697,18830,14706,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553213482&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1429,1891,8889,24919,97824,77727,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0836220889&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1699,5419,20516,41143,51134,16631,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140282580&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11295,35240,202257,573911,1388868,2,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0439358078&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1670,4304,13347,21452,20441,6150,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=074326195X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
12275,25826,98692,208322,349902,830502,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0450411435&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
24182,49674,137415,220479,275378,29844228-thirteen-reasons-why,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1595147888&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
569,1239,4973,10764,14703,51606,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0806512814&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1884,6902,28498,53406,44653,11989,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2023,6913,33528,68453,79249,76778,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553278223&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
14674,27803,75318,98458,106235,4894,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0091883768&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1396,4690,25734,61842,58004,4687,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0786226749&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4468,16279,87144,229734,264699,6892870-the-girl-who-kicked-the-hornet-s-nest,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=030726999X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
466,1483,6607,14559,20433,67238,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553282980&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
640,1047,3408,5558,7759,92307,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0060638508&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
325,1342,6412,9900,9383,161744,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0143036254&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3558,6895,17916,25799,41595,29797,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0486426750&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2474,8431,40785,72499,78067,12957,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743482751&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1034,2755,15063,41019,75789,402093,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0440178002&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
756,1536,9885,21964,43638,776407,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0525444440&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2164,1515,2681,4539,46244,280111,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0310902711&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
868,1898,7921,21898,39480,122,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=034541005X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2259,9471,30372,31512,21307,7728,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1580493882&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3538,13949,48201,53840,38516,1554,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1580495931&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
900,2572,11510,25445,32081,17876,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451529553&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1387,4916,19461,33225,28783,248596,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0380729407&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2713,4830,16612,38521,67581,18116,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0440238609&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5677,13355,48468,96451,114433,7745,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679785892&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2283,7222,26898,44113,47887,15645,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0812970063&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
11536,25900,101814,185304,290962,3473,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0446693804&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3652,10148,40458,100069,106689,4929,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1400079276&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2520,10503,56216,125426,109226,36402034-do-androids-dream-of-electric-sheep,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B000SEGTI0&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
14887,32222,138776,218586,174367,2865,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0452287022&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1429,4484,17660,39221,51627,12505,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679642420&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
13599,25245,68201,87328,79799,50,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0689840926&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2502,9581,30542,36517,25048,92517,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0811214044&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
