author_name,author_url,avg_rating,book_title,book_url,num_ratings,score,score_users
Scott O'Dell,https://www.goodreads.com/author/show/4999.Scott_O_Dell,3.83,"
Island of the Blue Dolphins (Island of the Blue Dolphins, #1)
",/book/show/233818.Island_of_the_Blue_Dolphins,"270,231","26,522",373
William Styron,https://www.goodreads.com/author/show/7565.William_Styron,4.19,"
Sophie's Choice
",/book/show/228560.Sophie_s_Choice,"78,386","26,280",362
Amy Tan,https://www.goodreads.com/author/show/5246.Amy_Tan,3.92,"
The Joy Luck Club
",/book/show/7763.The_Joy_Luck_Club,"570,512","26,277",384
Edgar Allan Poe,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,4.28,"
The Raven
",/book/show/264158.The_Raven,"88,183","26,258",394
John Kennedy Toole,https://www.goodreads.com/author/show/3049.John_Kennedy_Toole,3.88,"
A Confederacy of Dunces
",/book/show/310612.A_Confederacy_of_Dunces,"214,771","26,127",317
Richard Dawkins,https://www.goodreads.com/author/show/1194.Richard_Dawkins,3.90,"
The God Delusion
",/book/show/14743.The_God_Delusion,"210,641","26,100",321
Jonathan Safran Foer,https://www.goodreads.com/author/show/2617.Jonathan_Safran_Foer,3.98,"
Extremely Loud and Incredibly Close
",/book/show/4588.Extremely_Loud_and_Incredibly_Close,"361,114","25,791",318
Ki Longfellow,https://www.goodreads.com/author/show/286014.Ki_Longfellow,4.43,"
Flow Down Like Silver: Hypatia of Alexandria
",/book/show/6801755-flow-down-like-silver,"2,143","25,716",261
Michael Ende,https://www.goodreads.com/author/show/15619.Michael_Ende,4.18,"
The Neverending Story
",/book/show/27712.The_Neverending_Story,"146,722","25,561",352
Stephenie Meyer,https://www.goodreads.com/author/show/941441.Stephenie_Meyer,3.69,"
Eclipse (Twilight, #3)
",/book/show/428263.Eclipse,"1,293,467","25,409",329
Thomas Hardy,https://www.goodreads.com/author/show/15905.Thomas_Hardy,3.79,"
Tess of the D'Urbervilles
",/book/show/32261.Tess_of_the_D_Urbervilles,"221,863","25,385",378
Jean M. Auel,https://www.goodreads.com/author/show/861.Jean_M_Auel,4.04,"
The Clan of the Cave Bear (Earth's Children, #1)
",/book/show/1295.The_Clan_of_the_Cave_Bear,"212,563","25,333",353
Lao Tzu,https://www.goodreads.com/author/show/2622245.Lao_Tzu,4.31,"
Tao Te Ching
",/book/show/67896.Tao_Te_Ching,"100,150","24,695",318
Benjamin Hoff,https://www.goodreads.com/author/show/27397.Benjamin_Hoff,4.02,"
The Tao of Pooh
",/book/show/48757.The_Tao_of_Pooh,"91,005","24,400",303
Stephenie Meyer,https://www.goodreads.com/author/show/941441.Stephenie_Meyer,3.69,"
Breaking Dawn (Twilight, #4)
",/book/show/1162543.Breaking_Dawn,"1,204,234","24,363",316
James Joyce,https://www.goodreads.com/author/show/5144.James_Joyce,3.73,"
Ulysses
",/book/show/338798.Ulysses,"101,922","24,291",338
Jared Diamond,https://www.goodreads.com/author/show/256.Jared_Diamond,4.02,"
Guns, Germs, and Steel: The Fates of Human Societies
",/book/show/1842.Guns_Germs_and_Steel,"249,471","23,976",310
Dan Brown,https://www.goodreads.com/author/show/630.Dan_Brown,3.89,"
Angels & Demons (Robert Langdon, #1)
",/book/show/960.Angels_Demons,"2,433,154","23,949",329
Shel Silverstein,https://www.goodreads.com/author/show/435477.Shel_Silverstein,4.34,"
A Light in the Attic
",/book/show/30118.A_Light_in_the_Attic,"348,666","23,840",359
Dale Carnegie,https://www.goodreads.com/author/show/3317.Dale_Carnegie,4.19,"
How to Win Friends and Influence People
",/book/show/4865.How_to_Win_Friends_and_Influence_People,"473,201","23,717",306
Gaston Leroux,https://www.goodreads.com/author/show/9057.Gaston_Leroux,3.97,"
The Phantom of the Opera
",/book/show/480204.The_Phantom_of_the_Opera,"183,989","23,709",348
Stephen R. Covey,https://www.goodreads.com/author/show/1538.Stephen_R_Covey,4.09,"
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
",/book/show/36072.The_7_Habits_of_Highly_Effective_People,"435,636","23,678",325
Diana Gabaldon,https://www.goodreads.com/author/show/3617.Diana_Gabaldon,4.22,"
Outlander (Outlander, #1)
",/book/show/10964.Outlander,"735,177","23,605",305
John Milton,https://www.goodreads.com/author/show/9876.John_Milton,3.81,"
Paradise Lost
",/book/show/15997.Paradise_Lost,"120,407","23,555",359
Upton Sinclair,https://www.goodreads.com/author/show/23510.Upton_Sinclair,3.74,"
The Jungle
",/book/show/41681.The_Jungle,"122,947","23,498",336
James Herriot,https://www.goodreads.com/author/show/18062.James_Herriot,4.25,"
All Creatures Great and Small / All Things Bright and Beautiful
",/book/show/32087.All_Creatures_Great_and_Small_All_Things_Bright_and_Beautiful,"11,468","23,448",339
Dr. Seuss,https://www.goodreads.com/author/show/61105.Dr_Seuss,4.17,"
Horton Hears a Who!
",/book/show/7779.Horton_Hears_a_Who_,"90,471","23,432",350
Kazuo Ishiguro,https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro,3.82,"
Never Let Me Go
",/book/show/6334.Never_Let_Me_Go,"415,238","23,304",305
Larry McMurtry,https://www.goodreads.com/author/show/1055.Larry_McMurtry,4.49,"
Lonesome Dove
",/book/show/256008.Lonesome_Dove,"135,205","23,007",303
Judy Blume,https://www.goodreads.com/author/show/12942.Judy_Blume,3.90,"
Are You There God? It's Me, Margaret
",/book/show/37732.Are_You_There_God_It_s_Me_Margaret,"176,873","23,000",339
Aleksandr I. Solzhenitsyn,https://www.goodreads.com/author/show/10420.Aleksandr_I_Solzhenitsyn,3.95,"
One Day in the Life of Ivan Denisovich
",/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,"85,931","22,967",323
Barbara Ehrenreich,https://www.goodreads.com/author/show/1257.Barbara_Ehrenreich,3.62,"
Nickel and Dimed: On (Not) Getting by in America
",/book/show/1869.Nickel_and_Dimed,"171,356","22,894",288
Homer,https://www.goodreads.com/author/show/903.Homer,4.03,"
The Iliad/The Odyssey
",/book/show/1375.The_Iliad_The_Odyssey,"58,748","22,386",329
Stephenie Meyer,https://www.goodreads.com/author/show/941441.Stephenie_Meyer,3.53,"
New Moon (Twilight, #2)
",/book/show/49041.New_Moon,"1,321,014","22,368",301
Arundhati Roy,https://www.goodreads.com/author/show/6134.Arundhati_Roy,3.93,"
The God of Small Things
",/book/show/9777.The_God_of_Small_Things,"219,338","22,196",278
Isabel Allende,https://www.goodreads.com/author/show/2238.Isabel_Allende,4.22,"
The House of the Spirits
",/book/show/9328.The_House_of_the_Spirits,"167,548","21,795",292
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,4.49,"
The Complete Works
",/book/show/569564.The_Complete_Works,"48,861","21,692",321
Robert Louis Stevenson,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,3.83,"
Treasure Island
",/book/show/295.Treasure_Island,"364,407","21,524",347
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.44,"
The Green Mile
",/book/show/11566.The_Green_Mile,"227,433","21,485",301
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,3.67,"
Julius Caesar
",/book/show/13006.Julius_Caesar,"155,417","21,482",355
Patrick Rothfuss,https://www.goodreads.com/author/show/108424.Patrick_Rothfuss,4.54,"
The Name of the Wind (The Kingkiller Chronicle, #1)
",/book/show/186074.The_Name_of_the_Wind,"623,583","21,164",250
Isaac Asimov,https://www.goodreads.com/author/show/16667.Isaac_Asimov,4.40,"
The Foundation Trilogy (Foundation, #1-3)
",/book/show/46654.The_Foundation_Trilogy,"83,849","20,934",281
Neil Gaiman,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,4.17,"
Neverwhere (London Below, #1)
",/book/show/14497.Neverwhere,"385,761","20,883",273
Ernest Hemingway,https://www.goodreads.com/author/show/1455.Ernest_Hemingway,3.96,"
For Whom the Bell Tolls
",/book/show/46170.For_Whom_the_Bell_Tolls,"233,880","20,711",314
Alan Moore,https://www.goodreads.com/author/show/3961.Alan_Moore,4.25,"
V for Vendetta
",/book/show/5805.V_for_Vendetta,"242,053","20,452",283
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.21,"
The Shining (The Shining, #1)
",/book/show/11588.The_Shining,"997,711","20,387",298
Charles Dickens,https://www.goodreads.com/author/show/239579.Charles_Dickens,3.98,"
David Copperfield
",/book/show/58696.David_Copperfield,"185,921","20,216",312
Laura Ingalls Wilder,https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,4.18,"
Little House in the Big Woods (Little House, #1)
",/book/show/8337.Little_House_in_the_Big_Woods,"213,325","20,202",299
Robert M. Pirsig,https://www.goodreads.com/author/show/401.Robert_M_Pirsig,3.77,"
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
",/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,"179,989","20,186",279
Stieg Larsson,https://www.goodreads.com/author/show/706255.Stieg_Larsson,4.24,"
The Girl Who Played with Fire (Millennium, #2)
",/book/show/5060378-the-girl-who-played-with-fire,"757,675","20,134",286
Mary Ann Shaffer,https://www.goodreads.com/author/show/1194527.Mary_Ann_Shaffer,4.16,"
The Guernsey Literary and Potato Peel Pie Society
",/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society,"547,200","20,052",255
William Strunk Jr.,https://www.goodreads.com/author/show/6437238.William_Strunk_Jr_,4.20,"
The Elements of Style
",/book/show/33514.The_Elements_of_Style,"66,524","19,878",286
Colleen McCullough,https://www.goodreads.com/author/show/4917067.Colleen_McCullough,4.23,"
The Thorn Birds
",/book/show/3412.The_Thorn_Birds,"295,722","19,643",273
Oscar Wilde,https://www.goodreads.com/author/show/3565.Oscar_Wilde,4.17,"
The Importance of Being Earnest
",/book/show/92303.The_Importance_of_Being_Earnest,"280,600","19,425",289
Arthur  Miller,https://www.goodreads.com/author/show/8120.Arthur_Miller,3.50,"
Death of a Salesman
",/book/show/12898.Death_of_a_Salesman,"167,542","19,258",306
Gregory Maguire,https://www.goodreads.com/author/show/7025.Gregory_Maguire,3.53,"
Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)
",/book/show/37442.Wicked,"553,160","19,139",273
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,3.89,"
Othello
",/book/show/12996.Othello,"289,075","18,949",313
Laura Hillenbrand,https://www.goodreads.com/author/show/30913.Laura_Hillenbrand,4.38,"
Unbroken: A World War II Story of Survival, Resilience and Redemption
",/book/show/8664353-unbroken,"677,721","18,890",232
Bill Bryson,https://www.goodreads.com/author/show/7.Bill_Bryson,4.06,"
A Walk in the Woods: Rediscovering America on the Appalachian Trail
",/book/show/9791.A_Walk_in_the_Woods,"319,356","18,514",242
Haruki Murakami,https://www.goodreads.com/author/show/3354.Haruki_Murakami,4.03,"
Norwegian Wood
",/book/show/11297.Norwegian_Wood,"291,262","18,231",229
Emma Donoghue,https://www.goodreads.com/author/show/23613.Emma_Donoghue,4.05,"
Room
",/book/show/7937843-room,"654,548","17,995",236
Karl Marx,https://www.goodreads.com/author/show/7084.Karl_Marx,3.55,"
The Communist Manifesto
",/book/show/30474.The_Communist_Manifesto,"92,143","17,985",256
Rohinton Mistry,https://www.goodreads.com/author/show/3539.Rohinton_Mistry,4.36,"
A Fine Balance
",/book/show/5211.A_Fine_Balance,"117,967","17,946",219
Stephenie Meyer,https://www.goodreads.com/author/show/941441.Stephenie_Meyer,3.84,"
The Host (The Host, #1)
",/book/show/1656001.The_Host,"839,061","17,934",229
Christopher Paolini,https://www.goodreads.com/author/show/8349.Christopher_Paolini,3.89,"
Eragon (The Inheritance Cycle, #1)
",/book/show/113436.Eragon,"1,315,572","17,817",239
Bernhard Schlink,https://www.goodreads.com/author/show/2894.Bernhard_Schlink,3.75,"
The Reader
",/book/show/101299.The_Reader,"159,902","17,812",244
Kate Chopin,https://www.goodreads.com/author/show/5132.Kate_Chopin,3.64,"
The Awakening
",/book/show/58345.The_Awakening,"160,393","17,707",248
Chaim Potok,https://www.goodreads.com/author/show/7385.Chaim_Potok,4.05,"
The Chosen
",/book/show/187181.The_Chosen,"80,012","17,629",246
Christopher Moore,https://www.goodreads.com/author/show/16218.Christopher_Moore,4.25,"
Lamb: The Gospel According to Biff, Christ's Childhood Pal
",/book/show/28881.Lamb,"142,475","17,561",203
Unknown,https://www.goodreads.com/author/show/4699102.Unknown,3.43,"
Beowulf
",/book/show/52357.Beowulf,"211,955","17,508",286
Johann Wolfgang von Goethe,https://www.goodreads.com/author/show/285217.Johann_Wolfgang_von_Goethe,3.93,"
Faust, First Part
",/book/show/14706.Faust_First_Part,"54,430","17,444",241
Bill Watterson,https://www.goodreads.com/author/show/13778.Bill_Watterson,4.60,"
Calvin and Hobbes (Calvin and Hobbes #1)
",/book/show/77727.Calvin_and_Hobbes,"134,951","17,218",244
Hermann Hesse,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,4.12,"
Steppenwolf
",/book/show/16631.Steppenwolf,"119,907","17,209",232
J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,4.49,"
Harry Potter and the Order of the Phoenix (Harry Potter, #5)
",/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,"2,211,526","17,206",240
Alan Paton,https://www.goodreads.com/author/show/3527.Alan_Paton,3.89,"
Cry, the Beloved Country
",/book/show/6150.Cry_the_Beloved_Country,"61,213","17,204",242
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.23,"
It
",/book/show/830502.It,"694,994","16,958",238
Jay Asher,https://www.goodreads.com/author/show/569269.Jay_Asher,3.95,"
Thirteen Reasons Why
",/book/show/29844228-thirteen-reasons-why,"707,111","16,928",203
Dalton Trumbo,https://www.goodreads.com/author/show/29068.Dalton_Trumbo,4.17,"
Johnny Got His Gun
",/book/show/51606.Johnny_Got_His_Gun,"32,247","16,823",207
Albert Camus,https://www.goodreads.com/author/show/957894.Albert_Camus,3.98,"
The Plague
",/book/show/11989.The_Plague,"135,342","16,741",242
Ray Bradbury,https://www.goodreads.com/author/show/1630.Ray_Bradbury,4.14,"
The Martian Chronicles
",/book/show/76778.The_Martian_Chronicles,"190,163","16,738",253
Spencer Johnson,https://www.goodreads.com/author/show/3340.Spencer_Johnson,3.79,"
Who Moved My Cheese?
",/book/show/4894.Who_Moved_My_Cheese_,"322,479","16,583",216
John Irving,https://www.goodreads.com/author/show/3075.John_Irving,4.12,"
The Cider House Rules
",/book/show/4687.The_Cider_House_Rules,"151,666","16,500",242
Stieg Larsson,https://www.goodreads.com/author/show/706255.Stieg_Larsson,4.22,"
The Girl Who Kicked the Hornet's Nest (Millennium, #3)
",/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,"602,314","15,973",230
N.H. Kleinbaum,https://www.goodreads.com/author/show/52601.N_H_Kleinbaum,4.22,"
Dead Poets Society
",/book/show/67238.Dead_Poets_Society,"43,549","15,949",238
Martin Heidegger,https://www.goodreads.com/author/show/6191.Martin_Heidegger,4.02,"
Being and Time
",/book/show/92307.Being_and_Time,"18,411","15,912",164
Thomas Paine,https://www.goodreads.com/author/show/57639.Thomas_Paine,3.97,"
Common Sense
",/book/show/161744.Common_Sense,"27,361","15,842",237
John Bunyan,https://www.goodreads.com/author/show/16244.John_Bunyan,3.99,"
The Pilgrim's Progress
",/book/show/29797.The_Pilgrim_s_Progress,"95,763","15,817",225
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,4.06,"
Much Ado About Nothing
",/book/show/12957.Much_Ado_About_Nothing,"202,256","15,658",276
James Clavell,https://www.goodreads.com/author/show/6417.James_Clavell,4.38,"
Shōgun (Asian Saga, #1)
",/book/show/402093.Sh_gun,"135,657","15,650",217
A.A. Milne,https://www.goodreads.com/author/show/81466.A_A_Milne,4.37,"
The House at Pooh Corner (Winnie-the-Pooh, #2)
",/book/show/776407.The_House_at_Pooh_Corner,"77,778","15,533",239
Anonymous,https://www.goodreads.com/author/show/5158478.Anonymous,4.60,"
Holy Bible: New International Version
",/book/show/280111.Holy_Bible,"57,141","15,369",193
Bryce Courtenay,https://www.goodreads.com/author/show/63.Bryce_Courtenay,4.35,"
The Power of One (The Power of One, #1)
",/book/show/122.The_Power_of_One,"72,063","15,317",189
Sophocles,https://www.goodreads.com/author/show/1002.Sophocles,3.63,"
Antigone (The Theban Plays, #3)
",/book/show/7728.Antigone,"94,919","15,292",246
Sophocles,https://www.goodreads.com/author/show/1002.Sophocles,3.70,"
Oedipus Rex  (The Theban Plays, #1)
",/book/show/1554.Oedipus_Rex,"158,041","15,230",247
Fyodor Dostoyevsky,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,4.18,"
Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead
",/book/show/17876.Notes_from_Underground_White_Nights_The_Dream_of_a_Ridiculous_Man_and_Selections_from_The_House_of_the_Dead,"72,507","15,192",187
Ray Bradbury,https://www.goodreads.com/author/show/1630.Ray_Bradbury,3.95,"
Something Wicked This Way Comes
",/book/show/248596.Something_Wicked_This_Way_Comes,"87,768","15,115",220
Philip Pullman,https://www.goodreads.com/author/show/3618.Philip_Pullman,4.25,"
His Dark Materials (His Dark Materials #1-3)
",/book/show/18116.His_Dark_Materials,"130,249","15,057",199
Hunter S. Thompson,https://www.goodreads.com/author/show/5237.Hunter_S_Thompson,4.08,"
Fear and Loathing in Las Vegas
",/book/show/7745.Fear_and_Loathing_in_Las_Vegas,"278,383","15,016",206
Dante Alighieri,https://www.goodreads.com/author/show/5031312.Dante_Alighieri,4.00,"
Inferno (The Divine Comedy #1)
",/book/show/15645.Inferno,"128,403","15,005",231
Nicholas Sparks,https://www.goodreads.com/author/show/2345.Nicholas_Sparks,4.17,"
A Walk to Remember
",/book/show/3473.A_Walk_to_Remember,"615,502","14,885",212
Haruki Murakami,https://www.goodreads.com/author/show/3354.Haruki_Murakami,4.13,"
Kafka on the Shore
",/book/show/4929.Kafka_on_the_Shore,"261,010","14,876",185
Philip K. Dick,https://www.goodreads.com/author/show/4764.Philip_K_Dick,4.08,"
Do Androids Dream of Electric Sheep?
",/book/show/36402034-do-androids-dream-of-electric-sheep,"303,883","14,741",208
Tracy Chevalier,https://www.goodreads.com/author/show/1973.Tracy_Chevalier,3.87,"
Girl with a Pearl Earring
",/book/show/2865.Girl_with_a_Pearl_Earring,"578,832","14,606",221
Fyodor Dostoyevsky,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,4.18,"
The Idiot
",/book/show/12505.The_Idiot,"114,420","14,555",204
Gary Paulsen,https://www.goodreads.com/author/show/18.Gary_Paulsen,3.71,"
Hatchet (Brian's Saga, #1)
",/book/show/50.Hatchet,"274,166","14,504",211
Tennessee Williams,https://www.goodreads.com/author/show/7751.Tennessee_Williams,3.69,"
The Glass Menagerie
",/book/show/92517.The_Glass_Menagerie,"104,187","14,367",234
Gillian Flynn,https://www.goodreads.com/author/show/2383.Gillian_Flynn,4.06,"
Gone Girl
",/book/show/19288043-gone-girl,"2,042,719","14,336",189
Garth Stein,https://www.goodreads.com/author/show/194531.Garth_Stein,4.21,"
The Art of Racing in the Rain
",/book/show/3153910-the-art-of-racing-in-the-rain,"418,841","14,326",176
Fred Gipson,https://www.goodreads.com/author/show/75091.Fred_Gipson,4.08,"
Old Yeller
",/book/show/130580.Old_Yeller,"80,291","13,904",214
Bret Easton Ellis,https://www.goodreads.com/author/show/2751.Bret_Easton_Ellis,3.82,"
American Psycho
",/book/show/28676.American_Psycho,"214,532","13,881",175
Richard Wright,https://www.goodreads.com/author/show/9657.Richard_Wright,3.99,"
Native Son
",/book/show/15622.Native_Son,"78,542","13,817",184
Anonymous,https://www.goodreads.com/author/show/5158478.Anonymous,4.66,"
Life Application Study Bible: NIV
",/book/show/265205.Life_Application_Study_Bible,"17,781","13,783",166
Gregory David Roberts,https://www.goodreads.com/author/show/18907.Gregory_David_Roberts,4.27,"
Shantaram
",/book/show/33600.Shantaram,"143,336","13,734",154
Rachel Carson,https://www.goodreads.com/author/show/15332.Rachel_Carson,3.97,"
Silent Spring
",/book/show/27333.Silent_Spring,"31,020","13,721",198
Cassandra Clare,https://www.goodreads.com/author/show/150038.Cassandra_Clare,4.11,"
City of Bones (The Mortal Instruments, #1)
",/book/show/256683.City_of_Bones,"1,477,255","13,674",176
Carl Sagan,https://www.goodreads.com/author/show/10538.Carl_Sagan,4.36,"
Cosmos
",/book/show/55030.Cosmos,"102,606","13,463",183
Emily Dickinson,https://www.goodreads.com/author/show/7440.Emily_Dickinson,4.22,"
The Complete Poems of Emily Dickinson
",/book/show/8125919-the-complete-poems-of-emily-dickinson,"66,258","13,457",223
Johanna Spyri,https://www.goodreads.com/author/show/49.Johanna_Spyri,3.98,"
Heidi
",/book/show/93.Heidi,"165,101","13,321",214
Tim Butcher,https://www.goodreads.com/author/show/534082.Tim_Butcher,4.10,"
The Trigger: Hunting the Assassin Who Brought the World to War
",/book/show/18300212-the-trigger,"1,081","13,317",136
Michael Crichton,https://www.goodreads.com/author/show/5194.Michael_Crichton,4.01,"
Jurassic Park (Jurassic Park, #1)
",/book/show/6424171-jurassic-park,"745,507","13,304",199
David Mitchell,https://www.goodreads.com/author/show/6538289.David_Mitchell,4.02,"
Cloud Atlas
",/book/show/49628.Cloud_Atlas,"198,938","13,214",166
T.H. White,https://www.goodreads.com/author/show/426944.T_H_White,4.08,"
The Once and Future King (The Once and Future King, #1-4)
",/book/show/43545.The_Once_and_Future_King,"90,592","13,137",203
R.D. Ronald,https://www.goodreads.com/author/show/4346642.R_D_Ronald,3.81,"
The Elephant Tree
",/book/show/9293020-the-elephant-tree,"23,754","13,117",151
Laura Ingalls Wilder,https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,4.19,"
Little House on the Prairie (Laura Years, #2)
",/book/show/77767.Little_House_on_the_Prairie,"240,145","12,915",198
Diamante Lavendar,https://www.goodreads.com/author/show/7782976.Diamante_Lavendar,4.32,"
Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose
",/book/show/40593473-finding-hope-in-the-darkness-of-grief,"3,571","12,905",142
Marjane Satrapi,https://www.goodreads.com/author/show/6238.Marjane_Satrapi,4.39,"
The Complete Persepolis (Persepolis, #1-4)
",/book/show/991197.The_Complete_Persepolis,"101,960","12,840",178
Jane Austen,https://www.goodreads.com/author/show/1265.Jane_Austen,3.85,"
Mansfield Park
",/book/show/45032.Mansfield_Park,"263,342","12,716",209
Willa Cather,https://www.goodreads.com/author/show/881203.Willa_Cather,3.78,"
My Ántonia (Great Plains Trilogy, #3)
",/book/show/17150.My_ntonia,"113,440","12,618",190
Cornelia Funke,https://www.goodreads.com/author/show/15873.Cornelia_Funke,3.88,"
Inkheart (Inkworld, #1)
",/book/show/28194.Inkheart,"337,166","12,615",175
Ayn Rand,https://www.goodreads.com/author/show/432.Ayn_Rand,3.63,"
Anthem
",/book/show/667.Anthem,"122,883","12,594",165
Virginia Woolf,https://www.goodreads.com/author/show/6765.Virginia_Woolf,3.79,"
Mrs. Dalloway
",/book/show/14942.Mrs_Dalloway,"199,897","12,586",184
Samuel Beckett,https://www.goodreads.com/author/show/1433597.Samuel_Beckett,3.82,"
Waiting for Godot
",/book/show/17716.Waiting_for_Godot,"143,677","12,573",194
William Faulkner,https://www.goodreads.com/author/show/3535.William_Faulkner,3.86,"
The Sound and the Fury
",/book/show/10975.The_Sound_and_the_Fury,"149,917","12,530",182
Anna Sewell,https://www.goodreads.com/author/show/2530.Anna_Sewell,3.95,"
Black Beauty
",/book/show/3685.Black_Beauty,"219,379","12,514",205
Truman Capote,https://www.goodreads.com/author/show/431149.Truman_Capote,3.89,"
Breakfast at Tiffany's
",/book/show/251688.Breakfast_at_Tiffany_s,"196,763","12,478",198
Miguel Ruiz,https://www.goodreads.com/author/show/4402.Miguel_Ruiz,4.15,"
The Four Agreements: A Practical Guide to Personal Freedom
",/book/show/6596.The_Four_Agreements,"159,050","12,340",157
Rudyard Kipling,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,4.04,"
The Jungle Books
",/book/show/41684.The_Jungle_Books,"88,391","12,303",212
Rebecca Skloot,https://www.goodreads.com/author/show/2940640.Rebecca_Skloot,4.06,"
The Immortal Life of Henrietta Lacks
",/book/show/6493208-the-immortal-life-of-henrietta-lacks,"520,040","12,279",163
Steven D. Levitt,https://www.goodreads.com/author/show/798.Steven_D_Levitt,3.96,"
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
",/book/show/1202.Freakonomics,"637,307","12,275",166
Frederick Douglass,https://www.goodreads.com/author/show/18943.Frederick_Douglass,4.01,"
Narrative of the Life of Frederick Douglass
",/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass,"83,070","12,217",179
Jules Verne,https://www.goodreads.com/author/show/696805.Jules_Verne,3.88,"
Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)
",/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,"177,434","12,204",197
E.L. Konigsburg,https://www.goodreads.com/author/show/2713.E_L_Konigsburg,4.15,"
From the Mixed-Up Files of Mrs. Basil E. Frankweiler
",/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,"173,178","12,149",171
Jerry Spinelli,https://www.goodreads.com/author/show/12696.Jerry_Spinelli,3.76,"
Stargirl (Stargirl, #1)
",/book/show/22232.Stargirl,"274,472","12,114",158
Carson McCullers,https://www.goodreads.com/author/show/3506.Carson_McCullers,3.98,"
The Heart Is a Lonely Hunter
",/book/show/37380.The_Heart_Is_a_Lonely_Hunter,"86,704","12,068",175
Anonymous,https://www.goodreads.com/author/show/5158478.Anonymous,3.68,"
The Epic of Gilgamesh
",/book/show/19351.The_Epic_of_Gilgamesh,"73,415","12,019",184
Jean-Dominique Bauby,https://www.goodreads.com/author/show/75287.Jean_Dominique_Bauby,4.01,"
The Diving Bell and the Butterfly
",/book/show/193755.The_Diving_Bell_and_the_Butterfly,"53,710","11,994",148
H.G. Wells,https://www.goodreads.com/author/show/880695.H_G_Wells,3.82,"
The War of the Worlds
",/book/show/8909.The_War_of_the_Worlds,"219,420","11,932",201
R.J. Palacio,https://www.goodreads.com/author/show/4859212.R_J_Palacio,4.45,"
Wonder
",/book/show/11387515-wonder,"614,435","11,839",144
Erin Morgenstern,https://www.goodreads.com/author/show/4370565.Erin_Morgenstern,4.04,"
The Night Circus
",/book/show/9361589-the-night-circus,"594,255","11,750",146
C.S. Lewis,https://www.goodreads.com/author/show/1069006.C_S_Lewis,4.09,"
The Voyage of the Dawn Treader (Chronicles of Narnia, #3)
",/book/show/140225.The_Voyage_of_the_Dawn_Treader,"368,033","11,539",189
Dalai Lama XIV,https://www.goodreads.com/author/show/570218.Dalai_Lama_XIV,4.16,"
The Art of Happiness
",/book/show/38210.The_Art_of_Happiness,"82,092","11,379",161
Wally Lamb,https://www.goodreads.com/author/show/3505.Wally_Lamb,3.87,"
She's Come Undone
",/book/show/5203.She_s_Come_Undone,"299,441","11,329",156
Astrid Lindgren,https://www.goodreads.com/author/show/410653.Astrid_Lindgren,4.12,"
Pippi Longstocking
",/book/show/19302.Pippi_Longstocking,"151,761","11,256",188
Irvine Welsh,https://www.goodreads.com/author/show/5687.Irvine_Welsh,4.08,"
Trainspotting
",/book/show/135836.Trainspotting,"136,858","11,253",143
Lisa Genova,https://www.goodreads.com/author/show/978484.Lisa_Genova,4.31,"
Still Alice
",/book/show/2153405.Still_Alice,"279,767","11,200",147
John Grogan,https://www.goodreads.com/author/show/8002.John_Grogan,4.13,"
Marley and Me: Life and Love With the World's Worst Dog
",/book/show/12691.Marley_and_Me,"423,070","11,195",158
Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,4.02,"
The Bluest Eye
",/book/show/11337.The_Bluest_Eye,"143,333","11,193",155
