author_name,author_url,avg_rating,book_title,book_url,num_ratings,score,score_users
Tatiana de Rosnay,https://www.goodreads.com/author/show/305400.Tatiana_de_Rosnay,4.16,"
Sarah's Key
",/book/show/556602.Sarah_s_Key,"394,010","11,089",152
Kazuo Ishiguro,https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro,4.12,"
The Remains of the Day
",/book/show/28921.The_Remains_of_the_Day,"175,649","11,019",165
Diana   Forbes,https://www.goodreads.com/author/show/16857084.Diana_Forbes,4.31,"
Mistress Suffragette
",/book/show/34521870-mistress-suffragette,"3,517","11,001",122
Jack London,https://www.goodreads.com/author/show/1240.Jack_London,3.97,"
White Fang
",/book/show/43035.White_Fang,"135,759","10,996",178
Diana Wynne Jones,https://www.goodreads.com/author/show/4260.Diana_Wynne_Jones,4.30,"
Howl's Moving Castle (Howl's Moving Castle, #1)
",/book/show/6294.Howl_s_Moving_Castle,"179,849","10,994",154
R.D. Ronald,https://www.goodreads.com/author/show/4346642.R_D_Ronald,3.86,"
The Zombie Room
",/book/show/29908754-the-zombie-room,"25,827","10,920",123
Diane Setterfield,https://www.goodreads.com/author/show/22665.Diane_Setterfield,3.96,"
The Thirteenth Tale
",/book/show/40440.The_Thirteenth_Tale,"256,497","10,778",146
James Joyce,https://www.goodreads.com/author/show/5144.James_Joyce,3.61,"
A Portrait of the Artist as a Young Man
",/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,"119,273","10,720",161
Haruki Murakami,https://www.goodreads.com/author/show/3354.Haruki_Murakami,4.17,"
The Wind-Up Bird Chronicle
",/book/show/11275.The_Wind_Up_Bird_Chronicle,"195,213","10,709",137
John Grisham,https://www.goodreads.com/author/show/721.John_Grisham,4.06,"
A Time to Kill (Jake Brigance, #1)
",/book/show/32542.A_Time_to_Kill,"665,894","10,697",158
Ki Longfellow,https://www.goodreads.com/author/show/286014.Ki_Longfellow,4.22,"
Houdini Heart
",/book/show/11324204-houdini-heart,"1,910","10,650",110
Wally Lamb,https://www.goodreads.com/author/show/3505.Wally_Lamb,4.18,"
I Know This Much Is True
",/book/show/227711.I_Know_This_Much_Is_True,"278,438","10,612",145
Jane Austen,https://www.goodreads.com/author/show/1265.Jane_Austen,3.81,"
Northanger Abbey
",/book/show/50398.Northanger_Abbey,"274,875","10,575",174
George Eliot,https://www.goodreads.com/author/show/173.George_Eliot,3.95,"
Middlemarch
",/book/show/19089.Middlemarch,"126,219","10,575",156
Tim Butcher,https://www.goodreads.com/author/show/534082.Tim_Butcher,4.09,"
Chasing the Devil: The Search for Africa's Fighting Spirit
",/book/show/7940583-chasing-the-devil,"1,451","10,315",108
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,3.90,"
King Lear
",/book/show/12938.King_Lear,"166,026","10,263",177
Jules Verne,https://www.goodreads.com/author/show/696805.Jules_Verne,3.92,"
Around the World in Eighty Days (Extraordinary Voyages, #11)
",/book/show/54479.Around_the_World_in_Eighty_Days,"167,760","10,246",160
Helen Fielding,https://www.goodreads.com/author/show/3090.Helen_Fielding,3.77,"
Bridget Jones's Diary (Bridget Jones, #1)
",/book/show/227443.Bridget_Jones_s_Diary,"841,534","10,188",159
C.S. Lewis,https://www.goodreads.com/author/show/1069006.C_S_Lewis,4.03,"
The Magician's Nephew (Chronicles of Narnia, #6)
",/book/show/65605.The_Magician_s_Nephew,"365,587","10,187",169
Philip Pullman,https://www.goodreads.com/author/show/3618.Philip_Pullman,4.09,"
The Amber Spyglass (His Dark Materials, #3)
",/book/show/18122.The_Amber_Spyglass,"259,714","10,084",135
Victor Hugo,https://www.goodreads.com/author/show/13661.Victor_Hugo,3.99,"
The Hunchback of Notre-Dame
",/book/show/30597.The_Hunchback_of_Notre_Dame,"156,853","10,008",165
Michael Pollan,https://www.goodreads.com/author/show/2121.Michael_Pollan,4.18,"
The Omnivore's Dilemma: A Natural History of Four Meals
",/book/show/3109.The_Omnivore_s_Dilemma,"168,187","9,963",136
Kurt Vonnegut,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut,4.07,"
Breakfast of Champions
",/book/show/4980.Breakfast_of_Champions,"209,846","9,933",143
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,3.80,"
The Merchant of Venice
",/book/show/24128.The_Merchant_of_Venice,"148,194","9,869",168
Janet Fitch,https://www.goodreads.com/author/show/3540.Janet_Fitch,3.96,"
White Oleander
",/book/show/32234.White_Oleander,"304,433","9,868",138
Ursula K. Le Guin,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.00,"
A Wizard of Earthsea
",/book/show/13642.A_Wizard_of_Earthsea,"208,835","9,821",141
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.35,"
Different Seasons
",/book/show/39662.Different_Seasons,"160,271","9,818",145
Eric Schlosser,https://www.goodreads.com/author/show/380.Eric_Schlosser,3.74,"
Fast Food Nation: The Dark Side of the All-American Meal
",/book/show/1097.Fast_Food_Nation,"193,283","9,812",145
Robyn Mundell,https://www.goodreads.com/author/show/15300504.Robyn_Mundell,4.35,"
Brainwalker
",/book/show/30346601-brainwalker,"3,958","9,800",109
Paulo Coelho,https://www.goodreads.com/author/show/566.Paulo_Coelho,3.70,"
Veronika Decides to Die
",/book/show/1431.Veronika_Decides_to_Die,"156,771","9,780",123
Mark Twain,https://www.goodreads.com/author/show/1244.Mark_Twain,3.85,"
The Prince and the Pauper
",/book/show/62446.The_Prince_and_the_Pauper,"101,582","9,762",170
Rick Warren,https://www.goodreads.com/author/show/711.Rick_Warren,3.92,"
The Purpose Driven Life: What on Earth Am I Here for?
",/book/show/56495.The_Purpose_Driven_Life,"210,069","9,665",133
Harold Bloom,https://www.goodreads.com/author/show/236.Harold_Bloom,4.40,"
Harper Lee's To Kill a Mockingbird
",/book/show/24374.Harper_Lee_s_To_Kill_a_Mockingbird,"4,797","9,614",141
Lisa See,https://www.goodreads.com/author/show/713.Lisa_See,4.07,"
Snow Flower and the Secret Fan
",/book/show/1103.Snow_Flower_and_the_Secret_Fan,"325,053","9,611",131
Isaac Asimov,https://www.goodreads.com/author/show/16667.Isaac_Asimov,4.19,"
I, Robot (Robot, #0.1)
",/book/show/41804.I_Robot,"249,049","9,502",149
Max Brooks,https://www.goodreads.com/author/show/5791.Max_Brooks,4.01,"
World War Z: An Oral History of the Zombie War
",/book/show/8908.World_War_Z,"398,210","9,380",121
Daniel Quinn,https://www.goodreads.com/author/show/10330.Daniel_Quinn,3.99,"
Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)
",/book/show/227265.Ishmael,"74,919","9,341",111
Joseph Campbell,https://www.goodreads.com/author/show/20105.Joseph_Campbell,4.29,"
The Power of Myth
",/book/show/35519.The_Power_of_Myth,"39,914","9,325",136
Kim Edwards,https://www.goodreads.com/author/show/6876.Kim_Edwards,3.66,"
The Memory Keeper's Daughter
",/book/show/10441.The_Memory_Keeper_s_Daughter,"537,920","9,282",136
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.31,"
11/22/63
",/book/show/10644930-11-22-63,"378,439","9,183",123
Suzanne Collins,https://www.goodreads.com/author/show/153394.Suzanne_Collins,4.48,"
The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)
",/book/show/7938275-the-hunger-games-trilogy-boxset,"177,461","9,182",126
Andrew     Mann,https://www.goodreads.com/author/show/19264457.Andrew_Mann,4.30,"
Such Unfortunates
",/book/show/46124179-such-unfortunates,168,"9,100",91
Jon Scieszka,https://www.goodreads.com/author/show/27318.Jon_Scieszka,4.20,"
The Stinky Cheese Man and Other Fairly Stupid Tales
",/book/show/407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales,"87,758","9,040",130
Ben Peller,https://www.goodreads.com/author/show/1280953.Ben_Peller,3.95,"
To Live and Drink in L.A.
",/book/show/11393301-to-live-and-drink-in-l-a,441,"8,990",90
Michael Chabon,https://www.goodreads.com/author/show/2715.Michael_Chabon,4.17,"
The Amazing Adventures of Kavalier & Clay
",/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,"175,132","8,886",117
Robert Jordan,https://www.goodreads.com/author/show/6252.Robert_Jordan,4.19,"
The Eye of the World (The Wheel of Time, #1)
",/book/show/228665.The_Eye_of_the_World,"342,187","8,836",112
Iain Banks,https://www.goodreads.com/author/show/7628.Iain_Banks,3.84,"
The Wasp Factory
",/book/show/567678.The_Wasp_Factory,"67,505","8,791",107
Kyle Keyes,https://www.goodreads.com/author/show/4868409.Kyle_Keyes,4.34,"
Quantum Roots II: Worm Holes
",/book/show/34384161-quantum-roots-ii,"3,100","8,785",98
Pat Conroy,https://www.goodreads.com/author/show/6942.Pat_Conroy,4.24,"
The Prince of Tides
",/book/show/16735.The_Prince_of_Tides,"183,833","8,780",133
Charlotte Perkins Gilman,https://www.goodreads.com/author/show/29527.Charlotte_Perkins_Gilman,4.04,"
The Yellow Wallpaper and Other Stories
",/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,"74,196","8,779",134
Laura Esquivel,https://www.goodreads.com/author/show/4694.Laura_Esquivel,3.94,"
Like Water for Chocolate
",/book/show/6952.Like_Water_for_Chocolate,"310,751","8,762",134
Peggy Parish,https://www.goodreads.com/author/show/9002.Peggy_Parish,4.16,"
Amelia Bedelia  (Amelia Bedelia, #1)
",/book/show/774001.Amelia_Bedelia,"80,002","8,678",143
Flora Rheta Schreiber,https://www.goodreads.com/author/show/38301.Flora_Rheta_Schreiber,4.00,"
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities
",/book/show/67920.Sybil,"78,977","8,640",134
Charles Frazier,https://www.goodreads.com/author/show/7130.Charles_Frazier,3.85,"
Cold Mountain
",/book/show/10920.Cold_Mountain,"209,468","8,606",140
Erik Larson,https://www.goodreads.com/author/show/5869.Erik_Larson,3.99,"
The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America
",/book/show/21996.The_Devil_in_the_White_City,"458,046","8,598",127
Nevil Shute,https://www.goodreads.com/author/show/21477.Nevil_Shute,3.93,"
On the Beach
",/book/show/38180.On_the_Beach,"32,463","8,596",126
سید مرتضی مصطفوی,https://www.goodreads.com/author/show/18235662._,4.03,"
گم شده ای در مه
",/book/show/40941582,883,"8,543",87
Virginia Woolf,https://www.goodreads.com/author/show/6765.Virginia_Woolf,3.77,"
To the Lighthouse
",/book/show/59716.To_the_Lighthouse,"116,449","8,528",124
Eoin Colfer,https://www.goodreads.com/author/show/10896.Eoin_Colfer,3.84,"
Artemis Fowl (Artemis Fowl, #1)
",/book/show/249747.Artemis_Fowl,"454,138","8,519",119
Walter Scott,https://www.goodreads.com/author/show/4345.Walter_Scott,3.75,"
Ivanhoe
",/book/show/6440.Ivanhoe,"80,351","8,498",138
Roald Dahl,https://www.goodreads.com/author/show/4273.Roald_Dahl,4.17,"
The Witches
",/book/show/6327.The_Witches,"278,124","8,494",127
Naomi Klein,https://www.goodreads.com/author/show/419.Naomi_Klein,4.23,"
The Shock Doctrine: The Rise of Disaster Capitalism
",/book/show/1237300.The_Shock_Doctrine,"33,652","8,462",95
Michael Shaara,https://www.goodreads.com/author/show/16892.Michael_Shaara,4.32,"
The Killer Angels (The Civil War Trilogy, #2)
",/book/show/682804.The_Killer_Angels,"71,347","8,319",120
D.H. Lawrence,https://www.goodreads.com/author/show/17623.D_H_Lawrence,3.50,"
Lady Chatterley's Lover
",/book/show/32049.Lady_Chatterley_s_Lover,"91,809","8,314",141
Benjamin Franklin,https://www.goodreads.com/author/show/289513.Benjamin_Franklin,3.83,"
The Autobiography of Benjamin Franklin
",/book/show/52309.The_Autobiography_of_Benjamin_Franklin,"61,010","8,309",132
Jonathan Safran Foer,https://www.goodreads.com/author/show/2617.Jonathan_Safran_Foer,3.90,"
Everything Is Illuminated
",/book/show/256566.Everything_Is_Illuminated,"158,174","8,118",112
Malcolm Gladwell,https://www.goodreads.com/author/show/1439.Malcolm_Gladwell,3.96,"
The Tipping Point: How Little Things Can Make a Big Difference
",/book/show/2612.The_Tipping_Point,"621,072","8,022",120
William L. Shirer,https://www.goodreads.com/author/show/13360.William_L_Shirer,4.17,"
The Rise and Fall of the Third Reich: A History of Nazi Germany
",/book/show/767171.The_Rise_and_Fall_of_the_Third_Reich,"88,897","8,013",123
Elizabeth George Speare,https://www.goodreads.com/author/show/7549.Elizabeth_George_Speare,3.98,"
The Witch of Blackbird Pond
",/book/show/703292.The_Witch_of_Blackbird_Pond,"126,605","8,005",130
Gary Chapman,https://www.goodreads.com/author/show/622.Gary_Chapman,4.24,"
The 5 Love Languages: The Secret to Love that Lasts
",/book/show/23878688-the-5-love-languages,"249,409","7,992",111
Ursula K. Le Guin,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.06,"
The Left Hand of Darkness (Hainish Cycle #4)
",/book/show/18423.The_Left_Hand_of_Darkness,"103,097","7,986",115
Hubert Selby Jr.,https://www.goodreads.com/author/show/26335.Hubert_Selby_Jr_,4.10,"
Requiem for a Dream
",/book/show/46945.Requiem_for_a_Dream,"51,158","7,983",95
Richard Bach,https://www.goodreads.com/author/show/16904.Richard_Bach,4.15,"
Illusions: The Adventures of a Reluctant Messiah
",/book/show/29946.Illusions,"53,722","7,978",99
Donna Tartt,https://www.goodreads.com/author/show/8719.Donna_Tartt,4.09,"
The Secret History
",/book/show/29044.The_Secret_History,"255,847","7,976",107
Richard Dawkins,https://www.goodreads.com/author/show/1194.Richard_Dawkins,4.13,"
The Selfish Gene
",/book/show/61535.The_Selfish_Gene,"123,017","7,967",105
Malcolm Gladwell,https://www.goodreads.com/author/show/1439.Malcolm_Gladwell,4.14,"
Outliers: The Story of Success
",/book/show/3228917-outliers,"459,296","7,939",108
Philippa Gregory,https://www.goodreads.com/author/show/9987.Philippa_Gregory,4.06,"
The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)
",/book/show/37470.The_Other_Boleyn_Girl,"436,381","7,892",120
George R.R. Martin,https://www.goodreads.com/author/show/346732.George_R_R_Martin,4.41,"
A Clash of Kings  (A Song of Ice and Fire, #2)
",/book/show/10572.A_Clash_of_Kings,"724,025","7,849",116
Jean Craighead George,https://www.goodreads.com/author/show/23509.Jean_Craighead_George,4.05,"
My Side of the Mountain (Mountain, #1)
",/book/show/41667.My_Side_of_the_Mountain,"57,824","7,845",118
Anthony Doerr,https://www.goodreads.com/author/show/28186.Anthony_Doerr,4.33,"
All the Light We Cannot See
",/book/show/18143977-all-the-light-we-cannot-see,"847,753","7,842",95
Roald Dahl,https://www.goodreads.com/author/show/4273.Roald_Dahl,4.22,"
The BFG
",/book/show/6319.The_BFG,"322,817","7,779",122
J.R.R. Tolkien,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,3.92,"
The Silmarillion
",/book/show/7332.The_Silmarillion,"194,789","7,736",115
J.D. Salinger,https://www.goodreads.com/author/show/819789.J_D_Salinger,3.98,"
Franny and Zooey
",/book/show/5113.Franny_and_Zooey,"176,600","7,734",117
Judith Viorst,https://www.goodreads.com/author/show/3080.Judith_Viorst,4.22,"
Alexander and the Terrible, Horrible, No Good, Very Bad Day
",/book/show/46677.Alexander_and_the_Terrible_Horrible_No_Good_Very_Bad_Day,"161,938","7,673",126
Virginia Woolf,https://www.goodreads.com/author/show/6765.Virginia_Woolf,4.14,"
A Room of One's Own
",/book/show/18521.A_Room_of_One_s_Own,"97,922","7,641",117
Christopher Hitchens,https://www.goodreads.com/author/show/3956.Christopher_Hitchens,3.97,"
God Is Not Great: How Religion Poisons Everything
",/book/show/43369.God_Is_Not_Great,"81,039","7,599",101
Virgil,https://www.goodreads.com/author/show/919.Virgil,3.83,"
The Aeneid
",/book/show/12914.The_Aeneid,"99,150","7,549",140
Edmond Rostand,https://www.goodreads.com/author/show/670859.Edmond_Rostand,4.06,"
Cyrano de Bergerac
",/book/show/15638.Cyrano_de_Bergerac,"69,236","7,529",121
Sam McBratney,https://www.goodreads.com/author/show/25838.Sam_McBratney,4.36,"
Guess How Much I Love You
",/book/show/301736.Guess_How_Much_I_Love_You,"117,287","7,502",116
Friedrich Nietzsche,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,4.06,"
Thus Spoke Zarathustra
",/book/show/51893.Thus_Spoke_Zarathustra,"96,030","7,455",105
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,4.41,"
Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth
",/book/show/58033.Four_Great_Tragedies,"15,451","7,405",107
Ken Follett,https://www.goodreads.com/author/show/3447.Ken_Follett,4.26,"
World Without End (Kingsbridge, #2)
",/book/show/5064.World_Without_End,"177,840","7,340",100
Jung Chang,https://www.goodreads.com/author/show/1237.Jung_Chang,4.25,"
Wild Swans: Three Daughters of China
",/book/show/1848.Wild_Swans,"81,403","7,336",98
Charles Bukowski,https://www.goodreads.com/author/show/13275.Charles_Bukowski,3.96,"
Factotum
",/book/show/497199.Factotum,"53,516","7,322",86
Salman Rushdie,https://www.goodreads.com/author/show/3299.Salman_Rushdie,3.98,"
Midnight's Children
",/book/show/14836.Midnight_s_Children,"97,330","7,314",106
Ayaan Hirsi Ali,https://www.goodreads.com/author/show/46245.Ayaan_Hirsi_Ali,4.21,"
Infidel
",/book/show/81227.Infidel,"72,055","7,312",92
Ann Patchett,https://www.goodreads.com/author/show/7136914.Ann_Patchett,3.93,"
Bel Canto
",/book/show/5826.Bel_Canto,"225,431","7,264",100
Neil Gaiman,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,4.13,"
The Graveyard Book
",/book/show/2213661.The_Graveyard_Book,"399,980","7,264",103
Salman Rushdie,https://www.goodreads.com/author/show/3299.Salman_Rushdie,3.71,"
The Satanic Verses
",/book/show/12781.The_Satanic_Verses,"49,934","7,249",111
Thomas  Harris,https://www.goodreads.com/author/show/12455.Thomas_Harris,4.18,"
The Silence of the Lambs  (Hannibal Lecter, #2)
",/book/show/23807.The_Silence_of_the_Lambs,"417,436","7,227",118
Alexander Hamilton,https://www.goodreads.com/author/show/51287.Alexander_Hamilton,4.07,"
The Federalist Papers
",/book/show/110331.The_Federalist_Papers,"33,149","7,211",115
George Eliot,https://www.goodreads.com/author/show/173.George_Eliot,3.63,"
Silas Marner
",/book/show/54539.Silas_Marner,"66,993","7,192",121
George R.R. Martin,https://www.goodreads.com/author/show/346732.George_R_R_Martin,4.54,"
A Storm of Swords (A Song of Ice and Fire, #3)
",/book/show/62291.A_Storm_of_Swords,"617,089","7,191",106
Arthur C. Clarke,https://www.goodreads.com/author/show/7779.Arthur_C_Clarke,4.14,"
2001: A Space Odyssey (Space Odyssey, #1)
",/book/show/70535.2001,"232,396","7,185",114
Suzanne Boisvert,https://www.goodreads.com/author/show/18336482.Suzanne_Boisvert,4.31,"
The Awakening: Fate in Motion
",/book/show/41423092-the-awakening,"2,537","7,139",79
David Guterson,https://www.goodreads.com/author/show/1873.David_Guterson,3.83,"
Snow Falling on Cedars
",/book/show/77142.Snow_Falling_on_Cedars,"157,074","7,132",114
Arthur Conan Doyle,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,4.31,"
The Adventures of Sherlock Holmes (Sherlock Holmes, #3)
",/book/show/3590.The_Adventures_of_Sherlock_Holmes,"219,526","7,128",107
Shirley Jackson,https://www.goodreads.com/author/show/13388.Shirley_Jackson,4.06,"
The Lottery and Other Stories
",/book/show/89723.The_Lottery_and_Other_Stories,"59,169","7,113",120
Lionel Shriver,https://www.goodreads.com/author/show/45922.Lionel_Shriver,4.07,"
We Need to Talk About Kevin
",/book/show/80660.We_Need_to_Talk_About_Kevin,"143,107","7,108",94
Michael Ondaatje,https://www.goodreads.com/author/show/4030.Michael_Ondaatje,3.88,"
The English Patient
",/book/show/11713.The_English_Patient,"105,533","7,047",112
Chuck Palahniuk,https://www.goodreads.com/author/show/2546.Chuck_Palahniuk,4.00,"
Invisible Monsters
",/book/show/36236125-invisible-monsters,"116,748","7,047",81
Eckhart Tolle,https://www.goodreads.com/author/show/4493.Eckhart_Tolle,4.13,"
The Power of Now: A Guide to Spiritual Enlightenment
",/book/show/6708.The_Power_of_Now,"164,936","7,035",98
Irvine Welsh,https://www.goodreads.com/author/show/5687.Irvine_Welsh,4.05,"
Skagboys
",/book/show/12926063-skagboys,"13,386","7,029",81
Richard Carlson,https://www.goodreads.com/author/show/2693.Richard_Carlson,3.97,"
Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life
",/book/show/170548.Don_t_Sweat_the_Small_Stuff_and_it_s_all_small_stuff,"76,301","6,978",103
Bret Easton Ellis,https://www.goodreads.com/author/show/2751.Bret_Easton_Ellis,3.67,"
Lunar Park
",/book/show/4031.Lunar_Park,"25,477","6,865",82
J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,4.08,"
The Tales of Beedle the Bard
",/book/show/3950967-the-tales-of-beedle-the-bard,"368,911","6,848",106
John Fowles,https://www.goodreads.com/author/show/10039.John_Fowles,3.87,"
The French Lieutenant's Woman
",/book/show/56034.The_French_Lieutenant_s_Woman,"44,083","6,801",108
Boris Pasternak,https://www.goodreads.com/author/show/7902.Boris_Pasternak,4.03,"
Doctor Zhivago
",/book/show/130440.Doctor_Zhivago,"74,003","6,791",109
Junot Díaz,https://www.goodreads.com/author/show/55215.Junot_D_az,3.90,"
The Brief Wondrous Life of Oscar Wao
",/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,"215,266","6,762",86
John Berendt,https://www.goodreads.com/author/show/4952.John_Berendt,3.92,"
Midnight in the Garden of Good and Evil
",/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,"203,132","6,740",107
Ray Bradbury,https://www.goodreads.com/author/show/1630.Ray_Bradbury,4.09,"
Dandelion Wine
",/book/show/50033.Dandelion_Wine,"49,158","6,577",94
Kyle Keyes,https://www.goodreads.com/author/show/4868409.Kyle_Keyes,4.35,"
Matching Configurations: QUANTUM ROOTS III
",/book/show/44790978-matching-configurations,"2,569","6,540",72
Martin Luther King Jr.,https://www.goodreads.com/author/show/23924.Martin_Luther_King_Jr_,4.47,"
I Have a Dream: Writings and Speeches That Changed the World
",/book/show/53363.I_Have_a_Dream,"1,212","6,474",111
Jules Verne,https://www.goodreads.com/author/show/696805.Jules_Verne,3.86,"
Journey to the Center of the Earth (Extraordinary Voyages, #3)
",/book/show/32829.Journey_to_the_Center_of_the_Earth,"134,815","6,429",106
Sandra Cisneros,https://www.goodreads.com/author/show/13234.Sandra_Cisneros,3.62,"
The House on Mango Street
",/book/show/139253.The_House_on_Mango_Street,"110,147","6,353",91
James Redfield,https://www.goodreads.com/author/show/8203.James_Redfield,3.64,"
The Celestine Prophecy (Celestine Prophecy, #1)
",/book/show/13103.The_Celestine_Prophecy,"88,004","6,343",89
M. Scott Peck,https://www.goodreads.com/author/show/3061.M_Scott_Peck,4.05,"
The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth
",/book/show/347852.The_Road_Less_Traveled,"77,539","6,339",94
James Dashner,https://www.goodreads.com/author/show/348878.James_Dashner,4.02,"
The Maze Runner (The Maze Runner, #1)
",/book/show/6186357-the-maze-runner,"916,921","6,243",84
William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,4.25,"
Sonnets
",/book/show/42038.Sonnets,"76,160","6,218",99
John Gunther,https://www.goodreads.com/author/show/68809.John_Gunther,3.82,"
Death Be Not Proud
",/book/show/486298.Death_Be_Not_Proud,"10,692","6,211",97
Emmuska Orczy,https://www.goodreads.com/author/show/2893961.Emmuska_Orczy,4.07,"
The Scarlet Pimpernel
",/book/show/136116.The_Scarlet_Pimpernel,"115,663","6,211",100
E.M. Forster,https://www.goodreads.com/author/show/86404.E_M_Forster,3.91,"
A Room with a View
",/book/show/3087.A_Room_with_a_View,"141,369","6,183",105
John Hersey,https://www.goodreads.com/author/show/15328.John_Hersey,3.97,"
Hiroshima
",/book/show/27323.Hiroshima,"53,754","6,174",92
Nicholas Evans,https://www.goodreads.com/author/show/6098.Nicholas_Evans,3.80,"
The Horse Whisperer
",/book/show/479415.The_Horse_Whisperer,"48,455","6,152",92
Dodie Smith,https://www.goodreads.com/author/show/6208.Dodie_Smith,4.00,"
I Capture the Castle
",/book/show/31122.I_Capture_the_Castle,"77,232","6,137",86
Leon Uris,https://www.goodreads.com/author/show/19708.Leon_Uris,4.34,"
Exodus
",/book/show/42697.Exodus,"87,297","6,125",95
C.S. Lewis,https://www.goodreads.com/author/show/1069006.C_S_Lewis,3.97,"
Prince Caspian (Chronicles of Narnia, #2)
",/book/show/121749.Prince_Caspian,"316,205","6,105",114
Susan Cain,https://www.goodreads.com/author/show/4101935.Susan_Cain,4.06,"
Quiet: The Power of Introverts in a World That Can't Stop Talking
",/book/show/8520610-quiet,"275,165","6,102",78
Elizabeth Kostova,https://www.goodreads.com/author/show/5918.Elizabeth_Kostova,3.78,"
The Historian
",/book/show/10692.The_Historian,"230,352","6,095",87
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,3.95,"
Carrie
",/book/show/10592.Carrie,"460,455","6,057",103
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.33,"
On Writing: A Memoir of the Craft
",/book/show/10569.On_Writing,"196,713","6,032",90
Vincent Bugliosi,https://www.goodreads.com/author/show/28828.Vincent_Bugliosi,4.03,"
Helter Skelter: The True Story of the Manson Murders
",/book/show/105992.Helter_Skelter,"114,012","6,006",92
Rick Riordan,https://www.goodreads.com/author/show/15872.Rick_Riordan,4.35,"
The Lost Hero (The Heroes of Olympus, #1)
",/book/show/7736182-the-lost-hero,"561,192","5,937",81
Donald Miller,https://www.goodreads.com/author/show/4829.Donald_Miller,3.90,"
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality
",/book/show/7214.Blue_Like_Jazz,"95,665","5,913",73
Edith Wharton,https://www.goodreads.com/author/show/16.Edith_Wharton,3.94,"
The Age of Innocence
",/book/show/53835.The_Age_of_Innocence,"130,789","5,896",96
Jon Krakauer,https://www.goodreads.com/author/show/1235.Jon_Krakauer,4.16,"
Into Thin Air: A Personal Account of the Mount Everest Disaster
",/book/show/1898.Into_Thin_Air,"354,253","5,895",82
Leif Enger,https://www.goodreads.com/author/show/13591.Leif_Enger,4.00,"
Peace Like a River
",/book/show/227571.Peace_Like_a_River,"70,966","5,893",78
Tennessee Williams,https://www.goodreads.com/author/show/7751.Tennessee_Williams,3.98,"
A Streetcar Named Desire
",/book/show/12220.A_Streetcar_Named_Desire,"247,828","5,857",100
Richelle Mead,https://www.goodreads.com/author/show/137902.Richelle_Mead,4.13,"
Vampire Academy (Vampire Academy, #1)
",/book/show/345627.Vampire_Academy,"512,406","5,793",78
John Green,https://www.goodreads.com/author/show/1406384.John_Green,3.83,"
Paper Towns
",/book/show/6442769-paper-towns,"802,097","5,742",73
Ransom Riggs,https://www.goodreads.com/author/show/3046613.Ransom_Riggs,3.91,"
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)
",/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,"875,453","5,735",82
Francine Rivers,https://www.goodreads.com/author/show/6492.Francine_Rivers,4.49,"
Redeeming Love
",/book/show/11422.Redeeming_Love,"190,837","5,729",74
Andy Weir,https://www.goodreads.com/author/show/6540057.Andy_Weir,4.40,"
The Martian
",/book/show/18007564-the-martian,"713,260","5,729",71
Thomas More,https://www.goodreads.com/author/show/3063220.Thomas_More,3.53,"
Utopia
",/book/show/18414.Utopia,"54,392","5,726",90
Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,4.05,"
Song of Solomon
",/book/show/11334.Song_of_Solomon,"76,308","5,716",90
